,title,authors,average_rating,title_lower,categories,description,thumbnail,published_year,combined_features
1776,Three Books of Occult Philosophy,Cornelius Agrippa/Donald Tyson,4.1,three books of occult philosophy,"Body, Mind & Spirit","Now you can learn from the original, most important source for magic in the Western world that has ever been published, when you get Agrippa's Three Books of Occult Philosophy. This massive volume was originally published in 1531, and occultists have been drawing on it ever since. Now, Llewellyn is proud to produce the first complete reprint of the original English translation in the last 500 years. Donald Tyson edited this work and removed the hundreds of errors that appeared in the original translation. He also fully annotated the work, to make it understandable--and usable--by people today. ·Discover what the Renaissance scholar knew about astrology, medicine, history, herbs, geography, animals, angels, devils, Witches, charms, the weather, and a host of other subjects ·Gain immediate reference to a vast amount of arcane, but completely annotated, magical material ·Find corrected drawings of seals, sigils, and magic squares, and correctly represented geomantic figures ·Explore the practical Kabbalah, geomancy, the magic squares, the elements, the humors, and the Soul of the World ·Consult the new Biographical dictionary for background on each of the hundreds of writers and historical figures referred to by Agrippa ·Consult the new Geographical Dictionary for data on referenced rivers, mountains, nations, cities--many of which now carry different names. The Three Books of Occult Philosophyis the most complete repository of pagan and Neoplatonic magic ever compiled. This book is packed with material you will not find elsewhere, including copious extracts on magic from obscure or lost works by Pythagoras, Ptolemy, Plato, Aristotle, and many others. Tyson's detailed annotations clarify difficult references and provide origins of quotations, even expanding upon them in many cases, in order to make Agrippa's work more accessible to the modern reader. The Three Books of Occult Philosophy is the ultimate ""how-to"" for magical workings. It describes how to work all manner of divinations and natural and ceremonial magic in such clear and useful detail that it is still the guidefor modern techniques. The extensive new supplementary material makes this wisdom practical for use today. The Three Books of Occult Philosophyis an essential reference tool for all students of the occult. Get your copy today.",http://books.google.com/books/content?id=5YjXnoAaYowC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1993.0,"three books of occult philosophy,Cornelius Agrippa/Donald Tyson,Body, Mind & Spirit,Now you can learn from the original, most important source for magic in the Western world that has ever been published, when you get Agrippa's Three Books of Occult Philosophy. This massive volume was originally published in 1531, and occultists have been drawing on it ever since. Now, Llewellyn is proud to produce the first complete reprint of the original English translation in the last 500 years. Donald Tyson edited this work and removed the hundreds of errors that appeared in the original translation. He also fully annotated the work, to make it understandable--and usable--by people today. ·Discover what the Renaissance scholar knew about astrology, medicine, history, herbs, geography, animals, angels, devils, Witches, charms, the weather, and a host of other subjects ·Gain immediate reference to a vast amount of arcane, but completely annotated, magical material ·Find corrected drawings of seals, sigils, and magic squares, and correctly represented geomantic figures ·Explore the practical Kabbalah, geomancy, the magic squares, the elements, the humors, and the Soul of the World ·Consult the new Biographical dictionary for background on each of the hundreds of writers and historical figures referred to by Agrippa ·Consult the new Geographical Dictionary for data on referenced rivers, mountains, nations, cities--many of which now carry different names. The Three Books of Occult Philosophyis the most complete repository of pagan and Neoplatonic magic ever compiled. This book is packed with material you will not find elsewhere, including copious extracts on magic from obscure or lost works by Pythagoras, Ptolemy, Plato, Aristotle, and many others. Tyson's detailed annotations clarify difficult references and provide origins of quotations, even expanding upon them in many cases, in order to make Agrippa's work more accessible to the modern reader. The Three Books of Occult Philosophy is the ultimate ""how-to"" for magical workings. It describes how to work all manner of divinations and natural and ceremonial magic in such clear and useful detail that it is still the guidefor modern techniques. The extensive new supplementary material makes this wisdom practical for use today. The Three Books of Occult Philosophyis an essential reference tool for all students of the occult. Get your copy today."
1777,Ten Great Works of Philosophy,Robert Paul Wolff/René Descartes/David Hume/Immanuel Kant/John Stuart Mill/William  James/Plato/Aristotle/Anselm of Canterbury/Thomas Aquinas/Various,3.74,ten great works of philosophy,Fiction,"From ancient Greece to 19th-century America, this collection traces the history of civilization through the seminal works of its most influential thinkers including Plato, Aristotle, St. Thomas Aquinas, John Stuart Mill, and others.",http://books.google.com/books/content?id=uMxnFS4jS88C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,"ten great works of philosophy,Robert Paul Wolff/René Descartes/David Hume/Immanuel Kant/John Stuart Mill/William  James/Plato/Aristotle/Anselm of Canterbury/Thomas Aquinas/Various,Fiction,From ancient Greece to 19th-century America, this collection traces the history of civilization through the seminal works of its most influential thinkers including Plato, Aristotle, St. Thomas Aquinas, John Stuart Mill, and others."
1778,Philosophy and the Mirror of Nature,Richard M. Rorty,4.01,philosophy and the mirror of nature,Philosophy,"Philosophy and the Mirror of Nature hit the philosophical world like a bombshell. Richard Rorty, a Princeton professor who had contributed to the analytic tradition in philosophy, was now attempting to shrug off all the central problems with which it had long been preoccupied. After publication, the Press was barely able to keep up with demand, and the book has since gone on to become one of its all-time best-sellers in philosophy. Rorty argued that, beginning in the seventeenth century, philosophers developed an unhealthy obsession with the notion of representation. They compared the mind to a mirror that reflects reality. In their view, knowledge is concerned with the accuracy of these reflections, and the strategy employed to obtain this knowledge--that of inspecting, repairing, and polishing the mirror--belongs to philosophy. Rorty's book was a powerful critique of this imagery and the tradition of thought that it spawned. He argued that the questions about truth posed by Descartes, Kant, Hegel, and modern epistemologists and philosophers of language simply couldn't be answered and were, in any case, irrelevant to serious social and cultural inquiry. This stance provoked a barrage of criticism, but whatever the strengths of Rorty's specific claims, the book had a therapeutic effect on philosophy. It reenergized pragmatism as an intellectual force, steered philosophy back to its roots in the humanities, and helped to make alternatives to analytic philosophy a serious choice for young graduate students. Twenty-five years later, the book remains a must-read for anyone seriously concerned about the nature of philosophical inquiry and what philosophers can and cannot do to help us understand and improve the world.",http://books.google.com/books/content?id=cxYFw3NkPMoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1980.0,"philosophy and the mirror of nature,Richard M. Rorty,Philosophy,Philosophy and the Mirror of Nature hit the philosophical world like a bombshell. Richard Rorty, a Princeton professor who had contributed to the analytic tradition in philosophy, was now attempting to shrug off all the central problems with which it had long been preoccupied. After publication, the Press was barely able to keep up with demand, and the book has since gone on to become one of its all-time best-sellers in philosophy. Rorty argued that, beginning in the seventeenth century, philosophers developed an unhealthy obsession with the notion of representation. They compared the mind to a mirror that reflects reality. In their view, knowledge is concerned with the accuracy of these reflections, and the strategy employed to obtain this knowledge--that of inspecting, repairing, and polishing the mirror--belongs to philosophy. Rorty's book was a powerful critique of this imagery and the tradition of thought that it spawned. He argued that the questions about truth posed by Descartes, Kant, Hegel, and modern epistemologists and philosophers of language simply couldn't be answered and were, in any case, irrelevant to serious social and cultural inquiry. This stance provoked a barrage of criticism, but whatever the strengths of Rorty's specific claims, the book had a therapeutic effect on philosophy. It reenergized pragmatism as an intellectual force, steered philosophy back to its roots in the humanities, and helped to make alternatives to analytic philosophy a serious choice for young graduate students. Twenty-five years later, the book remains a must-read for anyone seriously concerned about the nature of philosophical inquiry and what philosophers can and cannot do to help us understand and improve the world."
1779,The Best American Sports Writing 2003,Buzz Bissinger/Glenn Stout/Elizabeth Gilbert/Bill Plaschke/Gary Smith/Michael J. Agovino,3.87,the best american sports writing 2003,Sports & Recreation,"Includes articles chosen from magazines and newspapers on topics ranging from bullfighting to basketball, baseball, and boxing",http://books.google.com/books/content?id=rLEqAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,"the best american sports writing 2003,Buzz Bissinger/Glenn Stout/Elizabeth Gilbert/Bill Plaschke/Gary Smith/Michael J. Agovino,Sports & Recreation,Includes articles chosen from magazines and newspapers on topics ranging from bullfighting to basketball, baseball, and boxing"
1780,Cross-X,Joe  Miller,3.8,cross-x,Social Science,"Follows the Kansas City Central High School's debate squad through its 2002 season, which ended with a top-ten finish at the national championships, in this riveting and poignant story of four debaters and their coach at an inner-city school.",http://books.google.com/books/content?id=4ZPxOt6stzAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,"cross-x,Joe  Miller,Social Science,Follows the Kansas City Central High School's debate squad through its 2002 season, which ended with a top-ten finish at the national championships, in this riveting and poignant story of four debaters and their coach at an inner-city school."
1781,The Gospel According to Job,Mike Mason,4.46,the gospel according to job,Religion,"Arranged as a series of meditations on selected passages from one of the Bible's most beloved books, this book is for Christians who, like Job, are experiencing deep suffering and a sense of separation from God.",http://books.google.com/books/content?id=j2YnBpP6Ef0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,"the gospel according to job,Mike Mason,Religion,Arranged as a series of meditations on selected passages from one of the Bible's most beloved books, this book is for Christians who, like Job, are experiencing deep suffering and a sense of separation from God."
1782,Paul Revere's Ride,David Hackett Fischer,4.12,paul revere's ride,Art,"Discusses the events leading up to Paul Revere's ride, and reinforces his importance in the history of the Revolutionary War",http://books.google.com/books/content?id=Ny6if53o9hwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1995.0,"paul revere's ride,David Hackett Fischer,Art,Discusses the events leading up to Paul Revere's ride, and reinforces his importance in the history of the Revolutionary War"
1783,The Age of Grief,Jane Smiley,3.81,the age of grief,Fiction,"The luminous novella and stories in The Age of Grief explore the vicissitudes of love, friendship, and marriage with all the compassion and insight that have come to be expected from Jane Smiley, the Pulitzer Prize—winning author of A Thousand Acres. In “The Pleasure of Her Company,” a lonely, single woman befriends the married couple next door, hoping to learn the secret of their happiness. In “Long Distance,” a man finds himself relieved of the obligation to continue an affair that is no longer compelling to him, only to be waylaid by the guilt he feels at his easy escape. And in the incandescently wise and moving title novella, a dentist, aware that his wife has fallen in love with someone else, must comfort her when she is spurned, while maintaining the secret of his own complicated sorrow. Beautifully written, with a wry intelligence and a lively comic touch, The Age of Grief captures moments of great intimacy with grace, clarity, and indelible emotional power.",http://books.google.com/books/content?id=uJNpAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,"the age of grief,Jane Smiley,Fiction,The luminous novella and stories in The Age of Grief explore the vicissitudes of love, friendship, and marriage with all the compassion and insight that have come to be expected from Jane Smiley, the Pulitzer Prize—winning author of A Thousand Acres. In “The Pleasure of Her Company,” a lonely, single woman befriends the married couple next door, hoping to learn the secret of their happiness. In “Long Distance,” a man finds himself relieved of the obligation to continue an affair that is no longer compelling to him, only to be waylaid by the guilt he feels at his easy escape. And in the incandescently wise and moving title novella, a dentist, aware that his wife has fallen in love with someone else, must comfort her when she is spurned, while maintaining the secret of his own complicated sorrow. Beautifully written, with a wry intelligence and a lively comic touch, The Age of Grief captures moments of great intimacy with grace, clarity, and indelible emotional power."
1784,Lady of Quality,Georgette Heyer,3.88,lady of quality,Fiction,"Independent and spirited. Miss Annis Wychwood gives little thought to finding herself a suitable husband, thus dashing the dreams of many hopeful suitors. When she becomes embroiled in the affairs of the runaway heiress Lucilla, though, she encounters the beautiful fugitive's guardian - as rakish and uncivil a rogue she has ever met. Although, chafing a bit at the restrictions of Regency society in Bath, Annis does have to admit that Oliver Carleton, at least, is never boring.",http://books.google.com/books/content?id=YwPmnE8bYGwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,"lady of quality,Georgette Heyer,Fiction,Independent and spirited. Miss Annis Wychwood gives little thought to finding herself a suitable husband, thus dashing the dreams of many hopeful suitors. When she becomes embroiled in the affairs of the runaway heiress Lucilla, though, she encounters the beautiful fugitive's guardian - as rakish and uncivil a rogue she has ever met. Although, chafing a bit at the restrictions of Regency society in Bath, Annis does have to admit that Oliver Carleton, at least, is never boring."
1785,False Colours,Georgette Heyer,3.86,false colours,Brothers,The Honourable Christopher Fancot is forced into an outrageous masquerade by the tangled affairs of his wayward family.,http://books.google.com/books/content?id=F7HoSc6VaVkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,"false colours,Georgette Heyer,Brothers,The Honourable Christopher Fancot is forced into an outrageous masquerade by the tangled affairs of his wayward family."
1786,Sylvester,Georgette Heyer/Joan Wolf,4.11,sylvester,Fiction,"Proposing to the woman that he believes will complement his high position in life, the powerful Duke of Salford is scandalized when he learns that the sought-after maiden has written a romance novel that casts him as the villain. Reprint.",http://books.google.com/books/content?id=-wO7fVdHF2gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,"sylvester,Georgette Heyer/Joan Wolf,Fiction,Proposing to the woman that he believes will complement his high position in life, the powerful Duke of Salford is scandalized when he learns that the sought-after maiden has written a romance novel that casts him as the villain. Reprint."
1787,The Convenient Marriage,Georgette Heyer,3.68,the convenient marriage,Fiction,"When the eligible Earl of Rule offers for the hand of the Beauty of the Winwood Family, he has no notion of the distress he causes his intended. For Miss Lizzie Winwood is promised to the excellent, but impoverished Mr Edward Heron. Disaster can only be averted by the delightful impetuosity of her youngest sister, Horatia, who conceives her own, distinctly original plans ... Fo over fifty years until her death in 1974, Georgette Heyer was the undisputed queen of historical romantic fiction, and the The Convenient Marriage shows why she configures to be loved by a huge readership to this day.",http://books.google.com/books/content?id=pqKV8h7Lj_cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,"the convenient marriage,Georgette Heyer,Fiction,When the eligible Earl of Rule offers for the hand of the Beauty of the Winwood Family, he has no notion of the distress he causes his intended. For Miss Lizzie Winwood is promised to the excellent, but impoverished Mr Edward Heron. Disaster can only be averted by the delightful impetuosity of her youngest sister, Horatia, who conceives her own, distinctly original plans ... Fo over fifty years until her death in 1974, Georgette Heyer was the undisputed queen of historical romantic fiction, and the The Convenient Marriage shows why she configures to be loved by a huge readership to this day."
1788,Sprig Muslin,Georgette Heyer,3.81,sprig muslin,England,"Sir Gareth Ludlow knows it is his duty as a man of honour to restore so young and pretty a girl as Amanda, wandering unattended, to her family. But it is to prove no easy task for the Corinthian.",http://books.google.com/books/content?id=csG8_CumWtYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,"sprig muslin,Georgette Heyer,England,Sir Gareth Ludlow knows it is his duty as a man of honour to restore so young and pretty a girl as Amanda, wandering unattended, to her family. But it is to prove no easy task for the Corinthian."
1789,The Talisman Ring,Georgette Heyer,4.02,the talisman ring,Great Britain,"A witty and enthralling Regency romance by one of the best-known and most beloved historical novelists. The legend of the Headless Horseman and a proposed marriage de convenance both have their impact on the mystery of a golden talisman ring and Lord Lavenham's young heir, Ludovic. Neither Sir Tristram Shield nor Eustacie, his young French cousin, share the slightest inclination to marry one another, yet it is Lord Lavenham's dying wish. For there is no one else to provide for the old man's granddaughter while Ludovic remains a fugitive from justice ... Yet again Georgette Heyer shows the qualities that made her one of the most successful and best-loved romantic novelists of her age, and why her popularity endures to this day.",http://books.google.com/books/content?id=7Efhi0DF2i0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,"the talisman ring,Georgette Heyer,Great Britain,A witty and enthralling Regency romance by one of the best-known and most beloved historical novelists. The legend of the Headless Horseman and a proposed marriage de convenance both have their impact on the mystery of a golden talisman ring and Lord Lavenham's young heir, Ludovic. Neither Sir Tristram Shield nor Eustacie, his young French cousin, share the slightest inclination to marry one another, yet it is Lord Lavenham's dying wish. For there is no one else to provide for the old man's granddaughter while Ludovic remains a fugitive from justice ... Yet again Georgette Heyer shows the qualities that made her one of the most successful and best-loved romantic novelists of her age, and why her popularity endures to this day."
1790,The Foundling,Georgette Heyer/Kay Hooper,3.87,the foundling,Fiction,The second of six special Georgette Heyer Collector Editions offered by Harlequin throughout 2003 features this hard-to-find Regency romance and a special Foreword by Kay Hooper. Reissue.,http://books.google.com/books/content?id=ca1BwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,"the foundling,Georgette Heyer/Kay Hooper,Fiction,The second of six special Georgette Heyer Collector Editions offered by Harlequin throughout 2003 features this hard-to-find Regency romance and a special Foreword by Kay Hooper. Reissue."
1791,Ali and Nino,Kurban Said/Jenia Graman,3.92,ali and nino,Azerbaijan,"Ali Khan and Nino Kipiani live in the cosmopolitan, oil-rich capital of Azerbaijan which, at the beginning of the twentieth century, is a melting-pot of different cultures. Ali is a Muslim, with his ancestors' passion for the desert, and Nino is a Christian Georgian girl with sophisticated European ways. Despite their differences, the two have loved each other since childhood and Ali is determined that he will marry Nino as soon as she leaves school. But there is not only the obstacle of their different religions and parental consent to overcome. The First World War breaks out. As the Russians withdraw, the Turks advance, and Ali and Nino find themselves swept up in Azerbaijan's fight for independence.",http://books.google.com/books/content?id=A_Sfa4Kg-usC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.0,"ali and nino,Kurban Said/Jenia Graman,Azerbaijan,Ali Khan and Nino Kipiani live in the cosmopolitan, oil-rich capital of Azerbaijan which, at the beginning of the twentieth century, is a melting-pot of different cultures. Ali is a Muslim, with his ancestors' passion for the desert, and Nino is a Christian Georgian girl with sophisticated European ways. Despite their differences, the two have loved each other since childhood and Ali is determined that he will marry Nino as soon as she leaves school. But there is not only the obstacle of their different religions and parental consent to overcome. The First World War breaks out. As the Russians withdraw, the Turks advance, and Ali and Nino find themselves swept up in Azerbaijan's fight for independence."
1792,Spiritual Midwifery,Ina May Gaskin,4.38,spiritual midwifery,Medical,"Shares the birthing stories of women who chose to have their babies at home with the help of a midwife, provides information about the safety of techniques used in the hospital before and after birth,discusses postpartum depression and maternal death, and includes resources for doulas, birth centers, and other organizations.",http://books.google.com/books/content?id=Aet5BgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002.0,"spiritual midwifery,Ina May Gaskin,Medical,Shares the birthing stories of women who chose to have their babies at home with the help of a midwife, provides information about the safety of techniques used in the hospital before and after birth,discusses postpartum depression and maternal death, and includes resources for doulas, birth centers, and other organizations."
1793,Monday Night Class,Stephen Gaskin,3.89,monday night class,"Body, Mind & Spirit","Monday night class, held in San Francisco, was a popular venue ""taught"" by Stephen Gaskin with 2,000 people attending weekly by 1970. During these historic meetings the laws that governed the spiritual plane were explored--interpreted through the visions of the 60s generatoin with humor and affection. This new edition is a collection of the original transcripts with new commentary by Stephen from today's perspective.",http://books.google.com/books/content?id=1PkcPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,"monday night class,Stephen Gaskin,Body, Mind & Spirit,Monday night class, held in San Francisco, was a popular venue ""taught"" by Stephen Gaskin with 2,000 people attending weekly by 1970. During these historic meetings the laws that governed the spiritual plane were explored--interpreted through the visions of the 60s generatoin with humor and affection. This new edition is a collection of the original transcripts with new commentary by Stephen from today's perspective."
1794,Summer of the Dragon,Elizabeth Peters,3.92,summer of the dragon,Fiction,"A good salary and an all-expenses-paid summer spent a sprawling Arizona ranch is too good a deal for fledgling anthropologist D.J. Abbott to turn down. What does it matter that her rich new employer/benefactor, Hank Hunnicutt, is a certified oddball who is presently funding all manner of off-beat projects, from alien conspiracy studies to a hunt for dragon bones? There's even talk of treasure buried in the nearby mountains, but D.J. isn't going to allow loose speculation -- or the considerable charms of handsome professional treasure hunter Jesse Franklin -- to sidetrack her. Until Hunnicutt suffers a mysterious accident and then vanishes, leaving the weirdos gathered at his spread to eye each other with frightened suspicion. But on a high desert search for the missing millionaire, D.J. is learning things that may not be healthy for her to know. For the game someone is playing here goes far beyond the rational universe -- and it could leave D.J. legitimately dead.",http://books.google.com/books/content?id=vykTQCOW5mEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,"summer of the dragon,Elizabeth Peters,Fiction,A good salary and an all-expenses-paid summer spent a sprawling Arizona ranch is too good a deal for fledgling anthropologist D.J. Abbott to turn down. What does it matter that her rich new employer/benefactor, Hank Hunnicutt, is a certified oddball who is presently funding all manner of off-beat projects, from alien conspiracy studies to a hunt for dragon bones? There's even talk of treasure buried in the nearby mountains, but D.J. isn't going to allow loose speculation -- or the considerable charms of handsome professional treasure hunter Jesse Franklin -- to sidetrack her. Until Hunnicutt suffers a mysterious accident and then vanishes, leaving the weirdos gathered at his spread to eye each other with frightened suspicion. But on a high desert search for the missing millionaire, D.J. is learning things that may not be healthy for her to know. For the game someone is playing here goes far beyond the rational universe -- and it could leave D.J. legitimately dead."
1795,Devil May Care,Elizabeth Peters,3.87,devil may care,Fiction,"Ellie is young, rich, engaged and in love. These are the carefree days before marriage and new responsibility, and anything goes -- including house-sitting at eccentric Aunt Kate's palatial estate in Burton, Virginia. Ellie feels right at home here with the nearly invisible housekeepers and the plethora of pets, but she soon realizes that there are disturbing secrets about the local aristocracy buried in a dusty old book she has carried into the mansion. And her sudden interest in the past is attracting a slew of unwelcome guests -- some of them living and some, perhaps not. And the terrible vegeance that Ellie and her friends seem to have aroused -- now aimed at them -- surely cannot be...satanic.",http://books.google.com/books/content?id=KzCRA1zOY1EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1977.0,"devil may care,Elizabeth Peters,Fiction,Ellie is young, rich, engaged and in love. These are the carefree days before marriage and new responsibility, and anything goes -- including house-sitting at eccentric Aunt Kate's palatial estate in Burton, Virginia. Ellie feels right at home here with the nearly invisible housekeepers and the plethora of pets, but she soon realizes that there are disturbing secrets about the local aristocracy buried in a dusty old book she has carried into the mansion. And her sudden interest in the past is attracting a slew of unwelcome guests -- some of them living and some, perhaps not. And the terrible vegeance that Ellie and her friends seem to have aroused -- now aimed at them -- surely cannot be...satanic."
1796,Expectant Father,Melinda Curtis,3.6,expectant father,Fiction,Uses humor and wit to help alleviate fears and answer questions from first time fathers-to-be.,http://books.google.com/books/content?id=3UpKh8v417AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,"expectant father,Melinda Curtis,Fiction,Uses humor and wit to help alleviate fears and answer questions from first time fathers-to-be."
1797,Horse Heaven,Jane Smiley,3.88,horse heaven,Fiction,"Set in the exciting world of thoroughbred racing, this lavishly detailed novel by the author of A Thousand Acres follows a group of trainers, jockeys, and ""track brats"" on a two-year journey through the racing cycle. Reprint.",http://books.google.com/books/content?id=WyHQMVx77MMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,"horse heaven,Jane Smiley,Fiction,Set in the exciting world of thoroughbred racing, this lavishly detailed novel by the author of A Thousand Acres follows a group of trainers, jockeys, and ""track brats"" on a two-year journey through the racing cycle. Reprint."
1798,Life Support,Tess Gerritsen,3.99,life support,Fiction,"New York Times bestselling author Tess Gerritsen weaves authenticity into another novel of searing medical suspense, as a dedicated woman doctor probes into the cause of a mystifying and lethal outbreak. The quiet overnight shift at Springer Hospital ER suits Dr. Toby Harper just fine -- until she admits a man in critical condition from a possible viral infection of the brain. The delirious man barely responds to treatment -- and then disappears without a trace. Before Toby can find him, a second case occurs, revealing a terrifying fact: the virus can only be spread through direct tissue exchange. Following a trail of death that winds from a pregnant sixteen-year-old prostitute to her own home, Toby discovers the unthinkable: the epidemic didn't just happen -- someone let it loose....",http://books.google.com/books/content?id=s-bKpPSlbbUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998.0,"life support,Tess Gerritsen,Fiction,New York Times bestselling author Tess Gerritsen weaves authenticity into another novel of searing medical suspense, as a dedicated woman doctor probes into the cause of a mystifying and lethal outbreak. The quiet overnight shift at Springer Hospital ER suits Dr. Toby Harper just fine -- until she admits a man in critical condition from a possible viral infection of the brain. The delirious man barely responds to treatment -- and then disappears without a trace. Before Toby can find him, a second case occurs, revealing a terrifying fact: the virus can only be spread through direct tissue exchange. Following a trail of death that winds from a pregnant sixteen-year-old prostitute to her own home, Toby discovers the unthinkable: the epidemic didn't just happen -- someone let it loose...."
1799,The Family that Couldn't Sleep,D.T. Max,3.91,the family that couldn't sleep,Health & Fitness,"Explores prions, enigmatic brain proteins, and their influence on human life, examining the case of an Italian family victimized for two centuries by a fatal familial insomnia, and the links between prions and various brain maladies.",http://books.google.com/books/content?id=oKjqwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,"the family that couldn't sleep,D.T. Max,Health & Fitness,Explores prions, enigmatic brain proteins, and their influence on human life, examining the case of an Italian family victimized for two centuries by a fatal familial insomnia, and the links between prions and various brain maladies."
1800,The Berenstain Bears and the Blame Game,Stan Berenstain/Jan Berenstain,3.87,the berenstain bears and the blame game,Juvenile Fiction,Members of the Bear family try to solve their problems without playing the blame game of arguing over who is responsible for every disaster.,http://books.google.com/books/content?id=eAYKSx5K4TAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997.0,"the berenstain bears and the blame game,Stan Berenstain/Jan Berenstain,Juvenile Fiction,Members of the Bear family try to solve their problems without playing the blame game of arguing over who is responsible for every disaster."
1801,Black Sunday,Thomas  Harris,3.6,black sunday,Fiction,An Arab terrorist group engages an American Navy pilot to bomb the Super Bowl football game.,http://books.google.com/books/content?id=du1sdvdQ2lQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,"black sunday,Thomas  Harris,Fiction,An Arab terrorist group engages an American Navy pilot to bomb the Super Bowl football game."
1802,The Hannibal Lecter Trilogy,Thomas  Harris,4.42,the hannibal lecter trilogy,"Lecter, Hannibal (Fictitious character)","Red Dragon, The Silence of the Lambs and Hannibal - the three international bestsellers that provided literature with one of its most memorable characters - now available in one volume.",http://books.google.com/books/content?id=rsmgQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,"the hannibal lecter trilogy,Thomas  Harris,Lecter, Hannibal (Fictitious character),Red Dragon, The Silence of the Lambs and Hannibal - the three international bestsellers that provided literature with one of its most memorable characters - now available in one volume."
1803,Velocity,Dean Koontz,3.86,velocity,Fiction,A series of communications from a deranged killer in which he is offered a number of devastating choices and deadlines draws Bill Wiles into a confrontation with pure evil as his life becomes a downward spiral into a nightmare in which he must risk everything in a desperate race against time. Reprint.,http://books.google.com/books/content?id=sBtehF_9OFkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,"velocity,Dean Koontz,Fiction,A series of communications from a deranged killer in which he is offered a number of devastating choices and deadlines draws Bill Wiles into a confrontation with pure evil as his life becomes a downward spiral into a nightmare in which he must risk everything in a desperate race against time. Reprint."
1804,Hideaway,Dean Koontz,3.84,hideaway,Fiction,"When Hatch Harrison is brought back to life in an ambulance, his second chance turns into a nightmarish quest to squelch the evil he brought back with him from the afterlife. Reissue.",http://books.google.com/books/content?id=b1kMSSYUH9oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,"hideaway,Dean Koontz,Fiction,When Hatch Harrison is brought back to life in an ambulance, his second chance turns into a nightmarish quest to squelch the evil he brought back with him from the afterlife. Reissue."
1805,Lightning,Dean Koontz,4.06,lightning,Fiction,"Aided through many crises throughout her life by the almost miraculous intervention of a stranger, Laura Shane learns the nature of her awesome destiny when, on her thirtieth birthday, the stranger finally requests her help. Reissue.",http://books.google.com/books/content?id=pICRe5esbSUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,"lightning,Dean Koontz,Fiction,Aided through many crises throughout her life by the almost miraculous intervention of a stranger, Laura Shane learns the nature of her awesome destiny when, on her thirtieth birthday, the stranger finally requests her help. Reissue."
1806,Shadow Fires,Leigh Nichols/Dean Koontz,3.78,shadow fires,Fiction,"After her husband's mangled corpse disappears from the morgue, Rachel is stalked by a mysterious stranger who is seeking revenge on her",http://books.google.com/books/content?id=7XO7FMBs17YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1987.0,"shadow fires,Leigh Nichols/Dean Koontz,Fiction,After her husband's mangled corpse disappears from the morgue, Rachel is stalked by a mysterious stranger who is seeking revenge on her"
1807,The Bad Place,Dean R. Koontz,3.9,the bad place,Fiction,"After repeatedly waking up in strange places and not knowing how he arrived there, Frank Pollard enlists the help of Nick and Julie Dakota, a husband-and-wife detective team, to watch where he goes in his sleep. Reissue.",http://books.google.com/books/content?id=x25Pu8TXqokC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,"the bad place,Dean R. Koontz,Fiction,After repeatedly waking up in strange places and not knowing how he arrived there, Frank Pollard enlists the help of Nick and Julie Dakota, a husband-and-wife detective team, to watch where he goes in his sleep. Reissue."
